"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-25"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"3293","서울특별시 마포구 도화동","집합","82","삼개로","제3종일반주거","판매","25m미만","43.68"," ","25,000","","개인","개인","202602","28","","1991","-","중개거래","서울 마포구"
"3294","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","3.99"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3295","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","7.62"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3296","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.64"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3297","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","3.99"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3298","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.80"," ","3,000","41","개인","개인","202602","28","","2006","-","직거래","-"
"3299","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.24"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3300","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","3.68"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3301","서울특별시 강남구 대치동","집합","1024","도곡로","제3종일반주거","제2종근린생활","25m이상","113.26"," ","350,000","2","개인","개인","202602","28","","1991","-","중개거래","서울 강남구"
"3302","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.19"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3303","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","3.92"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3304","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.84"," ","3,000","41","개인","개인","202602","28","","2006","-","직거래","-"
"3305","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.64"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3306","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","8.48"," ","4,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3307","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","5.12"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3308","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.72"," ","3,000","20","개인","개인","202602","28","","2006","-","직거래","-"
"3309","서울특별시 서대문구 창천동","집합","20-26","신촌로","일반상업","업무","25m이상","29.65"," ","15,000","15","법인","개인","202602","28","","2000","-","중개거래","서울 마포구"
"3310","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","9.63"," ","4,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3311","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.12"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3312","서울특별시 성동구 용답동","일반","2**","자동차시장1길","일반상업","판매","12m미만","898.38","304.20","650,000","","법인","개인","202602","28","","1989","-","중개거래","서울 강남구, 서울 도봉구"
"3313","서울특별시 강동구 천호동","일반","4**","천호대로157길","일반상업","제1종근린생활","12m미만","58.66","62.00","359,080","","개인","개인","202602","28","","1965","20260512","직거래","-"
"3314","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","3.97"," ","3,000","31","개인","개인","202602","28","","2006","-","직거래","-"
"3315","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","5.11"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3316","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.13"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3317","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","5.36"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3318","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","10.91"," ","4,000","20","개인","개인","202602","28","","2006","-","직거래","-"
"3319","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","8.92"," ","3,000","20","개인","개인","202602","28","","2006","-","직거래","-"
"3320","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.27"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3321","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.19"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3322","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.27"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3323","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","3.99"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3324","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","8.62"," ","4,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3325","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","5.22"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3326","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","5.11"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3327","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.27"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3328","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","9.80"," ","4,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3329","서울특별시 성동구 용답동","일반","2**","자동차시장1길","일반상업","판매","12m미만","898.38","304.20","650,000","","개인","개인","202602","28","","1989","20260313","중개거래","서울 강남구, 서울 도봉구"
"3330","서울특별시 서대문구 홍제동","집합","474","세무서8길","제2종일반주거","제2종근린생활","25m미만","59.88"," ","48,407","","개인","개인","202602","28","","2024","-","중개거래","서울 서대문구"
"3331","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.06"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3332","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.27"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3333","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.20"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3334","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.79"," ","3,000","31","개인","개인","202602","28","","2006","-","직거래","-"
"3335","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.84"," ","3,000","31","개인","개인","202602","28","","2006","-","직거래","-"
"3336","서울특별시 마포구 서교동","집합","357-1","홍익로3길","제2종일반주거","업무","8m미만","24.00"," ","14,300","","개인","개인","202602","27","","1989","-","중개거래","서울 마포구"
"3337","서울특별시 마포구 성산동","일반","2**","월드컵북로9길","제2종일반주거","제2종근린생활","8m미만","439.67","223.10","305,000","","법인","개인","202602","27","","2021","-","중개거래","서울 마포구"
"3338","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","22.68"," ","10,000","","법인","개인","202602","27","","","-","중개거래","서울 송파구"
"3339","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","10.97"," ","350","","법인","개인","202602","27","","1998","-","중개거래","서울 광진구"
"3340","서울특별시 성북구 동소문동5가","집합","15","보문로40길","일반상업","제2종근린생활","25m이상","59.21"," ","31,000","5","법인","개인","202602","27","","2018","-","중개거래","서울 성북구"
"3341","서울특별시 은평구 녹번동","일반","1**","진흥로","제3종일반주거","기타","8m미만","489.54","208.00","185,000","","개인","개인","202602","27","","2012","-","직거래","-"
"3342","서울특별시 광진구 중곡동","집합","119-3","용마산로1길","제3종일반주거","제1종근린생활","12m미만","27.50"," ","27,000","1","개인","법인","202602","27","","2025","-","중개거래","서울 광진구, 서울 중랑구"
"3343","서울특별시 서초구 반포동","집합","79-7","서래로2길","제1종일반주거","기타","8m미만","141.72"," ","228,600","","개인","개인","202602","27","","2002","-","직거래","-"
"3344","서울특별시 관악구 봉천동","집합","1718-2","양녕로","제3종일반주거","제1종근린생활","25m미만","110.81"," ","23,500","3","개인","개인","202602","27","","2005","-","중개거래","서울 관악구"
"3345","서울특별시 양천구 목동","집합","923-14","목동동로","일반상업","업무","25m이상","105.51"," ","89,000","18","개인","개인","202602","27","","2000","-","중개거래","서울 양천구"
